,image,question,choices,answer,hint,task,grade,subject,topic,category,skill,lecture,solution,baseline_result,correct/incorrect,predicted_letter,gold_letter,CoT_result,reasoning,predicted_letter_CoT,correct/incorrect_CoT
5606,,"What do these two changes have in common?
making jam
a slice of banana turning brown","['Both are caused by heating.', 'Both are caused by cooling.', 'Both are only physical changes.', 'Both are chemical changes.']",3,,closed choice,grade8,natural science,chemistry,Correct–Correct,Compare physical and chemical changes,"Matter is made of very small particles called atoms. Atoms can be linked together by chemical bonds. When two or more atoms link together, they form a molecule.
In a chemical change, the chemical bonds in the molecules break. The atoms then link together to form different molecules. The types of molecules in matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. As paper burns, paper molecules react with oxygen molecules in the air. This reaction breaks the chemical bonds in the molecules. The atoms then link together in a different way to form different molecules. For example, carbon dioxide molecules are formed when paper burns.
In a physical change, chemical bonds do not break. The types of molecules in matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, water vaporizing is a physical change that can be caused by heating. Liquid water and water vapor are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Making jam is a chemical change. It involves mixing fruit, sugar, and a substance called pectin.
When these ingredients are mixed and cooked, the chemical bonds in their molecules are broken. The atoms then link together to form different molecules that make up the jam.
A slice of banana turning brown is a chemical change. The part of the banana in contact with the air reacts with oxygen and turns into a different type of matter.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are chemical changes. They are not physical changes.
Both are chemical changes.
Both changes are chemical changes. The type of matter before and after each change is different.
Both are caused by heating.
The reaction that makes jam is caused by heating. But a slice of banana turning brown is not.
Both are caused by cooling.
Neither change is caused by cooling.",D,1,D,D,Reasoning:A slice of banana turning brown is a chemical change. The physical changes are the same. The final answer: (D).,A slice of banana turning brown is a chemical change. The physical changes are the same.,D,1
4498,,"What do these two changes have in common?
an iceberg melting slowly
baking cookies","['Both are only physical changes.', 'Both are caused by heating.', 'Both are caused by cooling.', 'Both are chemical changes.']",1,,closed choice,grade4,natural science,chemistry,Flip-to-correct,Compare physical and chemical changes,"Chemical changes and physical changes are two common ways matter can change.
In a chemical change, the type of matter changes. The types of matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. When paper gets hot enough, it re­acts with oxygen in the air and burns. The paper and oxygen change into ash and smoke.
In a physical change, the type of matter stays the same. The types of matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, ice melting is a physical change that can be caused by heating. Ice and liquid water are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
An iceberg melting is a change of state. So, it is a physical change. An iceberg is made of frozen water. As it melts, the water changes from a solid to a liquid. But a different type of matter is not formed.
Baking cookies is a chemical change. The type of matter in the cookie dough changes when it is baked. The cookie dough turns into cookies!
Step 2: Look at each answer choice.
Both are only physical changes.
An iceberg melting is a physical change. But baking cookies is not.
Both are chemical changes.
Baking cookies is a chemical change. But an iceberg melting is not.
Both are caused by heating.
Both changes are caused by heating.
Both are caused by cooling.
Neither change is caused by cooling.",(D),0,D,B,Reasoning:Iceberg melting slowly causes cooling. The final answer: (B).,Iceberg melting slowly causes cooling.,B,1
11543,,Select the vertebrate.,"['bull ant', 'pipevine swallowtail butterfly', 'puffin', 'rock lobster']",2,"Hint: Mammals, birds, fish, reptiles, and amphibians are vertebrates.",closed choice,grade5,natural science,biology,Incorrect–Incorrect,Identify vertebrates and invertebrates,"Vertebrates and invertebrates are both groups of animals.
A vertebrate has a backbone. The backbone is made of many bones in an animal's back. A vertebrate's backbone helps connect the different parts of its body. In the drawings below, each vertebrate's backbone is colored orange.
An invertebrate does not have a backbone. In fact, invertebrates do not have any bones! Some invertebrates have an outer cover on their body called an exoskeleton. Other invertebrates have a soft body.","A bull ant is an insect. Like other insects, a bull ant is an invertebrate. It does not have a backbone. It has an exoskeleton.
A rock lobster is a crustacean. Like other crustaceans, a rock lobster is an invertebrate. It does not have a backbone. It has an exoskeleton.
A puffin is a bird. Like other birds, a puffin is a vertebrate. It has a backbone.
A pipevine swallowtail butterfly is an insect. Like other insects, a pipevine swallowtail butterfly is an invertebrate. It does not have a backbone. It has an exoskeleton.",(B),0,B,C,Reasoning:Vertebrates are a group of vertebrates. The final answer: (B).,Vertebrates are a group of vertebrates.,B,0
4778,,Select the invertebrate.,"['piranha', 'West African rubber frog', 'tiger', 'peacock butterfly']",3,"Hint: Insects, spiders, and worms are invertebrates.",closed choice,grade5,natural science,biology,Incorrect–Incorrect,Identify vertebrates and invertebrates,"Vertebrates and invertebrates are both groups of animals.
A vertebrate has a backbone. The backbone is made of many bones in an animal's back. A vertebrate's backbone helps connect the different parts of its body. In the drawings below, each vertebrate's backbone is colored orange.
An invertebrate does not have a backbone. In fact, invertebrates do not have any bones! Some invertebrates have an outer cover on their body called an exoskeleton. Other invertebrates have a soft body.","A tiger is a mammal. Like other mammals, a tiger is a vertebrate. It has a backbone.
A piranha is a fish. Like other fish, a piranha is a vertebrate. It has a backbone.
A peacock butterfly is an insect. Like other insects, a peacock butterfly is an invertebrate. It does not have a backbone. It has an exoskeleton.
A West African rubber frog is an amphibian. Like other amphibians, a West African rubber frog is a vertebrate. It has a backbone.",piranha,0,,D,Reasoning:West African rubber frog is an invertebrate. The final answer: (B).,West African rubber frog is an invertebrate.,B,0
2953,,How long is a raisin?,"['10 meters', '10 centimeters', '10 kilometers', '10 millimeters']",3,Select the best estimate.,closed choice,grade7,natural science,units-and-measurement,Flip-to-incorrect,"Choose metric units of distance, mass, and volume","Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means.
When you are using metric units, length can be written with units of millimeters, centimeters, meters, or kilometers. One meter contains 100 centimeters or 1,000 millimeters. So, 1 meter is larger than 1 centimeter, and 1 centimeter is larger than 1 millimeter.
The tip of the pencil shown here is only 1 millimeter wide, but the pencil is about 16 centimeters long.
A red fox is about 1 meter long. The Sydney Harbour Bridge in Australia is about 1,000 meters, or 1 kilometer, in length.","The best estimate for the length of a raisin is 10 millimeters.
10 centimeters, 10 meters, and 10 kilometers are all too long.",D,1,D,D,Reasoning:A raisin has a length of 10 millimeters. The final answer: (B).,A raisin has a length of 10 millimeters.,B,0
7460,,Select the reptile.,"['hippopotamus', 'emerald tree boa', 'gray wolf', 'elephant seal']",1,,closed choice,grade5,natural science,biology,Incorrect–Incorrect,"Identify mammals, birds, fish, reptiles, and amphibians","Reptiles have scaly, waterproof skin. Most reptiles live on land.","An emerald tree boa is a reptile. It has scaly, waterproof skin.
Tree boas eat small mammals, birds, lizards, and frogs. Tree boas only need to eat once every few months!
A gray wolf is a mammal. It has fur and feeds its young milk.
Wolves often live in family groups. A wolf mother, father, and their children travel together.
An elephant seal is a mammal. It has hair and feeds its young milk.
Seals have flippers instead of arms! They use their flippers to swim underwater or to crawl on the beach.
A hippopotamus is a mammal. It has hair and feeds its young milk.
Hippopotamuses keep cool by lying in mud or water.",hippopota,0,,B,Reasoning:Hippopotamus is a reptile. The final answer: (A).,Hippopotamus is a reptile.,A,0
2533,,"What do these two changes have in common?
a piece of pear turning brown
baking cookies","['Both are chemical changes.', 'Both are caused by cooling.', 'Both are only physical changes.', 'Both are caused by heating.']",0,,closed choice,grade4,natural science,chemistry,Correct–Correct,Compare physical and chemical changes,"Chemical changes and physical changes are two common ways matter can change.
In a chemical change, the type of matter changes. The types of matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. When paper gets hot enough, it re­acts with oxygen in the air and burns. The paper and oxygen change into ash and smoke.
In a physical change, the type of matter stays the same. The types of matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, ice melting is a physical change that can be caused by heating. Ice and liquid water are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
A piece of a pear turning brown is a chemical change. The substances in the pear react with oxygen in the air and turn into a different type of matter.
If you scrape off the brown part of the pear, the inside will still be white. The inside hasn't touched the air. So the chemical change hasn't happened to that part of the pear.
Baking cookies is a chemical change. The type of matter in the cookie dough changes when it is baked. The cookie dough turns into cookies!
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are chemical changes. They are not physical changes.
Both are chemical changes.
Both changes are chemical changes. The type of matter before and after each change is different.
Both are caused by heating.
Baking is caused by heating. But a piece of pear turning brown is not.
Both are caused by cooling.
Neither change is caused by cooling.",(A),1,A,A,Reasoning:A piece of pear turning brown baking cookies is a chemical change. Both changes are chemical changes. The final answer: (A).,A piece of pear turning brown baking cookies is a chemical change. Both changes are chemical changes.,A,1
7764,,Where was Thomas Jefferson from?,"['Pennsylvania', 'Virginia', 'England', 'Canada']",1,,closed choice,grade3,social science,us-history,Flip-to-correct,Thomas Jefferson,,"Thomas Jefferson was from Virginia.
Virginia was a British colony when Thomas Jefferson was born. Virginia was the first of the Thirteen Colonies in North America. More colonists lived in Virginia than in any other British colony.
Thomas Jefferson was not from England. England was a different part of the British Empire.",(C),0,C,B,Reasoning:Virginia is a state in the United States. Thomas Jefferson was born in Virginia. The final answer: (B).,Virginia is a state in the United States. Thomas Jefferson was born in Virginia.,B,1
2789,,"What do these two changes have in common?
a piece of pear turning brown
salt and vinegar removing tarnish from a penny","['Both are only physical changes.', 'Both are caused by heating.', 'Both are caused by cooling.', 'Both are chemical changes.']",3,,closed choice,grade8,natural science,chemistry,Correct–Correct,Compare physical and chemical changes,"Matter is made of very small particles called atoms. Atoms can be linked together by chemical bonds. When two or more atoms link together, they form a molecule.
In a chemical change, the chemical bonds in the molecules break. The atoms then link together to form different molecules. The types of molecules in matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. As paper burns, paper molecules react with oxygen molecules in the air. This reaction breaks the chemical bonds in the molecules. The atoms then link together in a different way to form different molecules. For example, carbon dioxide molecules are formed when paper burns.
In a physical change, chemical bonds do not break. The types of molecules in matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, water vaporizing is a physical change that can be caused by heating. Liquid water and water vapor are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
A piece of a pear turning brown is a chemical change. The substances in the pear react with oxygen in the air and turn into a different type of matter.
If you scrape off the brown part of the pear, the inside will still be white. The inside hasn't touched the air. So the chemical change hasn't happened to that part of the pear.
Salt and vinegar removing tarnish from a penny is a chemical change. The salt and vinegar change the tarnish into a different type of matter that can be easily wiped away. This makes the penny look shiny again.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are chemical changes. They are not physical changes.
Both are chemical changes.
Both changes are chemical changes. The type of matter before and after each change is different.
Both are caused by heating.
Neither change is caused by heating.
Both are caused by cooling.
Neither change is caused by cooling.",(D),1,D,D,Reasoning:A piece of pear turning brown salt and vinegar removing tarnish from a penny. The final answer: (D).,A piece of pear turning brown salt and vinegar removing tarnish from a penny.,D,1
8654,,"Which type of sentence is this?
As Mike sat down on the rickety old chair, it abruptly collapsed beneath him.","['compound', 'simple', 'compound-complex', 'complex']",3,,closed choice,grade12,language science,grammar,Flip-to-correct,"Is the sentence simple, compound, complex, or compound-complex?","A clause is a group of words that contains both a subject and a predicate.
An independent clause is a complete thought that can stand alone as a sentence. A dependent clause (or subordinate clause) is not a complete thought and cannot stand alone as a sentence.
the oranges on our tree are ripe
The clause can stand alone. It is independent.
after we pick up Kevin from work
The clause cannot stand alone. It is dependent.
A simple sentence is made up of a single independent clause.
Ben and I spent all day relaxing by the pool.
Some simple sentences have introductory phrases, but the introductory phrase is part of the predicate.
In the winter, Ben usually wears his heavy coat.
Ben usually wears his heavy coat in the winter.
A compound sentence is made up of two independent clauses joined by a coordinating conjunction such as and, but, or, or so.
We saw the flash of lightning, and seconds later we heard a rumble of thunder.
A complex sentence is made up of an independent clause and a dependent clause. The dependent clause in a complex sentence usually begins with a subordinating conjunction or relative pronoun. Subordinating conjunctions include after, although, as, because, before, if, since, unless, until, when, and while. Relative pronouns include that, which, who, whom, or whose.
If she ever gets the chance, Terri would love to visit the Egyptian pyramids.
During his trip to Italy, Tony visited the Trevi Fountain, which is in Rome.
A compound-complex sentence is made up of two or more independent clauses and one or more dependent clauses.
After Samantha left work, she stopped at the bank, and then she went to the gym.
Sometimes a dependent clause in a complex or compound-complex sentence can interrupt an independent clause.
Orcas that are kept in captivity often have bent dorsal fins.","The sentence is complex. It is made up of an independent clause and a dependent clause. The dependent clause begins with the subordinating conjunction as.
As Mike sat down on the rickety old chair, it abruptly collapsed beneath him.",(C),0,C,D,"Reasoning:Chairs are rickety and hard to sit on. As Mike sat down on the rickety old chair, it abruptly collapsed beneath him. The final answer: (D).","Chairs are rickety and hard to sit on. As Mike sat down on the rickety old chair, it abruptly collapsed beneath him.",D,1
2684,,"What do these two changes have in common?
chemicals in a battery reacting to power a flashlight
an old sandwich rotting in a trashcan","['Both are chemical changes.', 'Both are only physical changes.', 'Both are caused by cooling.', 'Both are caused by heating.']",0,,closed choice,grade8,natural science,chemistry,Correct–Correct,Compare physical and chemical changes,"Matter is made of very small particles called atoms. Atoms can be linked together by chemical bonds. When two or more atoms link together, they form a molecule.
In a chemical change, the chemical bonds in the molecules break. The atoms then link together to form different molecules. The types of molecules in matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. As paper burns, paper molecules react with oxygen molecules in the air. This reaction breaks the chemical bonds in the molecules. The atoms then link together in a different way to form different molecules. For example, carbon dioxide molecules are formed when paper burns.
In a physical change, chemical bonds do not break. The types of molecules in matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, water vaporizing is a physical change that can be caused by heating. Liquid water and water vapor are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Chemicals in a battery reacting to power a flashlight is a chemical change. When the flashlight is turned on, the chemicals in the battery react with each other to form new chemicals. This creates electricity, which powers the lightbulb.
A sandwich rotting is a chemical change. The matter in the sandwich breaks down and slowly turns into a different type of matter.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are chemical changes. They are not physical changes.
Both are chemical changes.
Both changes are chemical changes. The type of matter before and after each change is different.
Both are caused by heating.
Neither change is caused by heating.
Both are caused by cooling.
Neither change is caused by cooling.",(A),1,A,A,Reasoning:Chemicals reacting to power a flashlight and an old sandwich rotting in a trashcan are chemical changes. The final answer: (A).,Chemicals reacting to power a flashlight and an old sandwich rotting in a trashcan are chemical changes.,A,1
7364,,"What do these two changes have in common?
mixing sand and water
picking up a paper clip with a magnet","['Both are caused by cooling.', 'Both are caused by heating.', 'Both are chemical changes.', 'Both are only physical changes.']",3,,closed choice,grade7,natural science,chemistry,Incorrect–Incorrect,Compare physical and chemical changes,"Matter is made of very small particles called atoms. Atoms can be linked together by chemical bonds. When two or more atoms link together, they form a molecule.
In a chemical change, the chemical bonds in the molecules break. The atoms then link together to form different molecules. The types of molecules in matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. As paper burns, paper molecules react with oxygen molecules in the air. This reaction breaks the chemical bonds in the molecules. The atoms then link together in a different way to form different molecules. For example, carbon dioxide molecules are formed when paper burns.
In a physical change, chemical bonds do not break. The types of molecules in matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, water vaporizing is a physical change that can be caused by heating. Liquid water and water vapor are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Mixing sand and water is a physical change. Adding water makes the sand wet. But both the sand and water are still made of the same type of matter as before.
Picking up a paper clip with a magnet is a physical change. The paper clip sticks to the magnet, but it is still made of the same type of matter.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are physical changes. No new matter is created.
Both are chemical changes.
Both changes are physical changes. They are not chemical changes.
Both are caused by heating.
Neither change is caused by heating.
Both are caused by cooling.
Neither change is caused by cooling.",(C),0,C,D,Reasoning:Mixing sand and water is the same as picking up a paper clip with a magnet. The final answer: (C).,Mixing sand and water is the same as picking up a paper clip with a magnet.,C,0
1621,,"Complete the sentence.
 an egg is fertilized, it can become a ().","['After . . . cone', 'After . . . seed', 'Before . . . cone', 'Before . . . seed']",1,,closed choice,grade4,natural science,biology,Flip-to-correct,Describe and construct conifer life cycles,"Conifers are plants that grow cones. Conifers use their cones to reproduce, or make new plants like themselves. How do conifers use their cones to reproduce?
Conifers can grow male and female cones. Male cones make pollen, and female cones make eggs. Pollination is what happens when wind blows pollen from male cones onto female cones. After pollination, sperm from the pollen can combine with eggs. This is called fertilization. The fertilized eggs grow into seeds.
The seeds can fall out of the cones and land on the ground. When a seed lands on the ground, it can germinate, or start to grow into a new plant.","Fertilized eggs grow into seeds. An egg cannot become a seed until after it is fertilized.
A seed can grow into a new plant, which can grow cones. But a fertilized egg does not become a cone.",(A),0,A,B,"Reasoning:An egg is fertilized, it can become a seed. The final answer: (B).","An egg is fertilized, it can become a seed.",B,1
10948,,"What do these two changes have in common?
an iceberg melting slowly
breaking a plate","['Both are chemical changes.', 'Both are only physical changes.', 'Both are caused by heating.', 'Both are caused by cooling.']",1,,closed choice,grade3,natural science,chemistry,Incorrect–Incorrect,Compare physical and chemical changes,"Chemical changes and physical changes are two common ways matter can change.
In a chemical change, the type of matter changes. The types of matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. When paper gets hot enough, it re­acts with oxygen in the air and burns. The paper and oxygen change into ash and smoke.
In a physical change, the type of matter stays the same. The types of matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, ice melting is a physical change that can be caused by heating. Ice and liquid water are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
An iceberg melting is a change of state. So, it is a physical change. An iceberg is made of frozen water. As it melts, the water changes from a solid to a liquid. But a different type of matter is not formed.
Breaking a plate is a physical change. The plate gets broken into pieces. But each piece is still made of the same type of matter.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are physical changes. No new matter is created.
Both are chemical changes.
Both changes are physical changes. They are not chemical changes.
Both are caused by heating.
An iceberg melting is caused by heating. But breaking a plate is not.
Both are caused by cooling.
Neither change is caused by cooling.",(A),0,A,B,Reasoning:Iceberg melting slowly breaks a plate. The final answer: (D).,Iceberg melting slowly breaks a plate.,D,0
8721,,"What do these two changes have in common?
milk going sour
rust forming on a metal gate","['Both are only physical changes.', 'Both are caused by heating.', 'Both are chemical changes.', 'Both are caused by cooling.']",2,,closed choice,grade3,natural science,chemistry,Correct–Correct,Compare physical and chemical changes,"Chemical changes and physical changes are two common ways matter can change.
In a chemical change, the type of matter changes. The types of matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. When paper gets hot enough, it re­acts with oxygen in the air and burns. The paper and oxygen change into ash and smoke.
In a physical change, the type of matter stays the same. The types of matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, ice melting is a physical change that can be caused by heating. Ice and liquid water are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Milk going sour is a chemical change. The type of matter in the milk slowly changes. The new matter that is formed gives the milk its sour taste.
Rust forming on a metal gate is a chemical change. As the gate rusts, the metal turns into a different type of matter called rust. Rust is reddish-brown and falls apart easily.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are chemical changes. They are not physical changes.
Both are chemical changes.
Both changes are chemical changes. The type of matter before and after each change is different.
Both are caused by heating.
Neither change is caused by heating.
Both are caused by cooling.
Neither change is caused by cooling.",(C),1,C,C,Reasoning:Milk going sour and rust forming on a metal gate are chemical changes. The final answer: (C).,Milk going sour and rust forming on a metal gate are chemical changes.,C,1
2804,,"What do these two changes have in common?
an old sandwich rotting in a trashcan
milk going sour","['Both are caused by heating.', 'Both are only physical changes.', 'Both are chemical changes.', 'Both are caused by cooling.']",2,,closed choice,grade7,natural science,chemistry,Correct–Correct,Compare physical and chemical changes,"Matter is made of very small particles called atoms. Atoms can be linked together by chemical bonds. When two or more atoms link together, they form a molecule.
In a chemical change, the chemical bonds in the molecules break. The atoms then link together to form different molecules. The types of molecules in matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. As paper burns, paper molecules react with oxygen molecules in the air. This reaction breaks the chemical bonds in the molecules. The atoms then link together in a different way to form different molecules. For example, carbon dioxide molecules are formed when paper burns.
In a physical change, chemical bonds do not break. The types of molecules in matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, water vaporizing is a physical change that can be caused by heating. Liquid water and water vapor are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
A sandwich rotting is a chemical change. The matter in the sandwich breaks down and slowly turns into a different type of matter.
Milk going sour is a chemical change. The type of matter in the milk slowly changes. The new matter that is formed gives the milk its sour taste.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are chemical changes. They are not physical changes.
Both are chemical changes.
Both changes are chemical changes. The type of matter before and after each change is different.
Both are caused by heating.
Neither change is caused by heating.
Both are caused by cooling.
Neither change is caused by cooling.",(C),1,C,C,Reasoning:(C) Both are chemical changes. An old sandwich rotting in a trashcan milk going sour is a chemical change. The final answer: (C).,(C) Both are chemical changes. An old sandwich rotting in a trashcan milk going sour is a chemical change.,C,1
786,,How long is a garden snail?,"['27 meters', '27 millimeters', '27 kilometers', '27 centimeters']",1,Select the best estimate.,closed choice,grade6,natural science,units-and-measurement,Correct–Correct,"Choose metric units of distance, mass, and volume","Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means.
When you are using metric units, length can be written with units of millimeters, centimeters, meters, or kilometers. One meter contains 100 centimeters or 1,000 millimeters. So, 1 meter is larger than 1 centimeter, and 1 centimeter is larger than 1 millimeter.
The tip of the pencil shown here is only 1 millimeter wide, but the pencil is about 16 centimeters long.
A red fox is about 1 meter long. The Sydney Harbour Bridge in Australia is about 1,000 meters, or 1 kilometer, in length.","The best estimate for the length of a garden snail is 27 millimeters.
27 centimeters, 27 meters, and 27 kilometers are all too long.",(B),1,B,B,Reasoning:Snails are 27 cm long. The final answer: (B).,Snails are 27 cm long.,B,1
10833,,"What do these two changes have in common?
burning a marshmallow over a campfire
rust forming on a bicycle frame","['Both are only physical changes.', 'Both are caused by heating.', 'Both are chemical changes.', 'Both are caused by cooling.']",2,,closed choice,grade4,natural science,chemistry,Correct–Correct,Compare physical and chemical changes,"Chemical changes and physical changes are two common ways matter can change.
In a chemical change, the type of matter changes. The types of matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. When paper gets hot enough, it re­acts with oxygen in the air and burns. The paper and oxygen change into ash and smoke.
In a physical change, the type of matter stays the same. The types of matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, ice melting is a physical change that can be caused by heating. Ice and liquid water are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Burning a marshmallow is a chemical change. The heat from the fire causes the type of matter in the marshmallow to change. The marshmallow becomes black and crispy.
Rust forming on a bicycle frame is a chemical change. Oxygen in the air reacts with iron in the bicycle frame. The outside of the frame turns into a different type of matter called rust. Rust is reddish-brown and falls apart easily.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are chemical changes. They are not physical changes.
Both are chemical changes.
Both changes are chemical changes. The type of matter before and after each change is different.
Both are caused by heating.
Burning is caused by heating. But rust forming on a bicycle frame is not.
Both are caused by cooling.
Neither change is caused by cooling.",(C),1,C,C,Reasoning:Burning a marshmallow over a campfire causes rust to form on a bicycle frame. The final answer: (C).,Burning a marshmallow over a campfire causes rust to form on a bicycle frame.,C,1
6310,,How long is a spider's leg?,"['18 meters', '18 centimeters', '18 kilometers', '18 millimeters']",3,Select the best estimate.,closed choice,grade7,natural science,units-and-measurement,Flip-to-incorrect,"Choose metric units of distance, mass, and volume","Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means.
When you are using metric units, length can be written with units of millimeters, centimeters, meters, or kilometers. One meter contains 100 centimeters or 1,000 millimeters. So, 1 meter is larger than 1 centimeter, and 1 centimeter is larger than 1 millimeter.
The tip of the pencil shown here is only 1 millimeter wide, but the pencil is about 16 centimeters long.
A red fox is about 1 meter long. The Sydney Harbour Bridge in Australia is about 1,000 meters, or 1 kilometer, in length.","The best estimate for the length of a spider's leg is 18 millimeters.
18 centimeters, 18 meters, and 18 kilometers are all too long.",D,1,D,D,Reasoning:A spider's leg is 18 millimeters long. The final answer: (B).,A spider's leg is 18 millimeters long.,B,0
1474,,"What do these two changes have in common?
sewing an apron
mixing sand and water","['Both are chemical changes.', 'Both are only physical changes.', 'Both are caused by heating.', 'Both are caused by cooling.']",1,,closed choice,grade7,natural science,chemistry,Incorrect–Incorrect,Compare physical and chemical changes,"Matter is made of very small particles called atoms. Atoms can be linked together by chemical bonds. When two or more atoms link together, they form a molecule.
In a chemical change, the chemical bonds in the molecules break. The atoms then link together to form different molecules. The types of molecules in matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. As paper burns, paper molecules react with oxygen molecules in the air. This reaction breaks the chemical bonds in the molecules. The atoms then link together in a different way to form different molecules. For example, carbon dioxide molecules are formed when paper burns.
In a physical change, chemical bonds do not break. The types of molecules in matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, water vaporizing is a physical change that can be caused by heating. Liquid water and water vapor are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Sewing an apron is a physical change. The fabric and thread that make up the apron get a new shape, but the type of matter in each of them does not change.
Mixing sand and water is a physical change. Adding water makes the sand wet. But both the sand and water are still made of the same type of matter as before.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are physical changes. No new matter is created.
Both are chemical changes.
Both changes are physical changes. They are not chemical changes.
Both are caused by heating.
Neither change is caused by heating.
Both are caused by cooling.
Neither change is caused by cooling.",(A),0,A,B,Reasoning:Sewing an apron and mixing sand and water are two chemical changes. Sewing an apron and mixing sand and water are two physical changes. The final answer: (A).,Sewing an apron and mixing sand and water are two chemical changes. Sewing an apron and mixing sand and water are two physical changes.,A,0
