,image,question,choices,answer,hint,task,grade,subject,topic,category,skill,lecture,solution,baseline_result,correct/incorrect,predicted_letter,gold_letter,CoT_result,reasoning,predicted_letter_CoT,correct/incorrect_CoT
8016,,How long is a long-distance running race?,"['20 miles', '20 yards', '20 feet', '20 inches']",0,Select the best estimate.,closed choice,grade7,natural science,units-and-measurement,Correct–Correct,"Choose customary units of distance, mass, and volume","Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means.
When you are using customary units, length may be written with units of inches, feet, yards, or miles.
There are 12 inches in 1 foot, and 3 feet in 1 yard. There are 5,280 feet in 1 mile.
A football is about 1 foot long. A football field is 100 yards long.","The best estimate for the length of a long-distance running race is 20 miles.
20 inches, 20 feet, and 20 yards are all too short.",A,1,A,A,Reasoning:A long-distance running race takes 20 yards. The final answer: (A).,A long-distance running race takes 20 yards.,A,1
2814,,Select the liquid.,"['beads', 'lemonade', 'air inside a balloon', 'empty cup']",1,,closed choice,grade3,natural science,physics,Correct–Correct,"Identify solids, liquids, and gases","Solid, liquid, and gas are states of matter. Matter is anything that takes up space. Matter can come in different states, or forms.
When matter is a solid, it has a definite volume and a definite shape. So, a solid has a size and shape of its own.
Some solids can be easily folded, bent, or broken. A piece of paper is a solid. Also, some solids are very small. A grain of sand is a solid.
When matter is a liquid, it has a definite volume but not a definite shape. So, a liquid has a size of its own, but it does not have a shape of its own. Think about pouring juice from a bottle into a cup. The juice still takes up the same amount of space, but it takes the shape of the bottle.
Some liquids do not pour as easily as others. Honey and milk are both liquids. But pouring honey takes more time than pouring milk.
When matter is a gas, it does not have a definite volume or a definite shape. A gas expands, or gets bigger, until it completely fills a space. A gas can also get smaller if it is squeezed into a smaller space.
Many gases are invisible. Air is a gas.","An empty cup is a solid. A solid has a size and shape of its own. When you fill a cup with water, the cup still has its own shape.
Each bead in the jar is a solid. If you put many beads into a bottle, they will take the shape of the bottle, as a liquid would. But be careful! Beads are not a liquid. Each bead still has a size and shape of its own.
The air inside a balloon is a gas. A gas expands to fill a space. The air inside a balloon expands to fill all the space in the balloon. If the balloon pops, the air will expand to fill a much larger space.
Lemonade is a liquid. A liquid takes the shape of any container it is in. If you pour lemonade into a cup, the lemonade will take the shape of the cup. But the lemonade will still take up the same amount of space.",B,1,B,B,Reasoning:Lemonade is a drink made of lemon juice. Lemon juice is a liquid. The final answer: (B).,Lemonade is a drink made of lemon juice. Lemon juice is a liquid.,B,1
11191,,"What do these two changes have in common?
burning a candle
a banana getting ripe on the counter","['Both are chemical changes.', 'Both are caused by cooling.', 'Both are only physical changes.', 'Both are caused by heating.']",0,,closed choice,grade4,natural science,chemistry,Correct–Correct,Compare physical and chemical changes,"Chemical changes and physical changes are two common ways matter can change.
In a chemical change, the type of matter changes. The types of matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. When paper gets hot enough, it re­acts with oxygen in the air and burns. The paper and oxygen change into ash and smoke.
In a physical change, the type of matter stays the same. The types of matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, ice melting is a physical change that can be caused by heating. Ice and liquid water are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Burning a candle is a chemical change. Both the wick and the melted wax burn. They react with oxygen in the air and turn into soot, carbon dioxide, and water.
A banana getting ripe on the counter is a chemical change. As a banana ripens, the type of matter in it changes. The peel changes color and the inside becomes softer and sweeter.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are chemical changes. They are not physical changes.
Both are chemical changes.
Both changes are chemical changes. The type of matter before and after each change is different.
Both are caused by heating.
Burning is caused by heating. But a banana getting ripe is not.
Both are caused by cooling.
Neither change is caused by cooling.",(A),1,A,A,Reasoning:A banana getting ripe on the counter is a chemical change. Burning a candle and a banana getting ripe on the counter are both chemical changes. The final answer: (A).,A banana getting ripe on the counter is a chemical change. Burning a candle and a banana getting ripe on the counter are both chemical changes.,A,1
8326,,Select the living thing.,"['pushpin', 'stop sign', 'boulder', 'barnacle']",3,,closed choice,grade4,natural science,biology,Correct–Correct,Identify living and nonliving things,"All living things are made up of cells. Plants, animals, and some fungi have many cells. Other living things are made up of just one cell.
All living things need food and water. Water helps living things break down food and remove waste. Food gives living things energy. They use energy from food to grow and change.
All living things sense changes in their environment. Living things might sense changes by seeing, smelling, hearing, or feeling. Living things can respond to the changes they sense.","A pushpin is not a living thing.
Pushpins do not have all of the traits of living things. They do not grow or respond to their environment. They do not need food or water.
A boulder is not a living thing.
Boulders do not have all of the traits of living things. They do not grow or respond to their environment. They do not need food or water.
A stop sign is not a living thing.
Stop signs do not have all of the traits of living things. They do not grow or respond to their environment. They do not need food or water.
A barnacle is a living thing.
Barnacles grow and respond to their environment. They need food and water. Barnacles are made up of many cells.
Barnacles are animals. They are related to crabs and lobsters. Barnacles attach to rocks, boats, and other animals.",D,1,D,D,Reasoning:Living things are a group of living things. The final answer: (D).,Living things are a group of living things.,D,1
11795,,"Ancient China was ruled by dynasties. A dynasty is a line of rulers from the same family, which i often called the royal family. Starting in 1046 BCE, rulers from the Zhou (pronounced JO) dynasty claimed to have something called the Mandate of Heaven. A mandate is the authority to act in a certain way. What did it mean to have the Mandate of Heaven?","['Heaven made the ruler rich.', 'Heaven gave the ruler the authority to rule.', 'Heaven required the ruler to pray every day.', 'Heaven allowed the ruler to act however he wanted.']",1,,closed choice,grade7,social science,world-history,Correct–Correct,Early Chinese thought,,"When a person has a mandate, it means that he or she is allowed to act in a certain way. In ancient China, the Mandate of Heaven meant that a ruler had special authority to rule, and that authority came from heaven.
The Mandate of Heaven gave a ruler permission to act in a certain way, so the ruler was not allowed to act however he wanted. The Mandate of Heaven did not force the ruler to pray or make the ruler rich.
What did ""heaven"" mean in ancient China?
People in ancient China did not think heaven was a place where people went after they died. Instead, heaven was a general force, like the universe or cosmos.",(B),1,B,B,"Reasoning:(B) Heaven gave the ruler the authority to rule. Starting in 1046 BCE, rulers from the Zhou dynasty claimed to have something called the Mandate of Heaven. A mandate is the authority to act in a certain way. The final answer: (B).","(B) Heaven gave the ruler the authority to rule. Starting in 1046 BCE, rulers from the Zhou dynasty claimed to have something called the Mandate of Heaven. A mandate is the authority to act in a certain way.",B,1
9595,,The First Amendment says that the government cannot make laws that take away a person's freedom of speech. What does it say about laws about religion?,"['The government can choose an official religion if enough people vote for it.', 'The government cannot make any laws that take away freedom of religion.', 'The government can make laws about some religions, but not all of them.', 'The government can make laws to support a religion but not to oppose a religion.']",1,,closed choice,grade4,social science,civics,Correct–Correct,The Bill of Rights,,"The First Amendment says that the government cannot make any laws that take away freedom of religion. Freedom of speech means that Americans can say and write what they want. But there are some limits on freedom of speech. For example, a person cannot write lies about someone in a newspaper. But the government cannot stop speech just because someone disagrees with it. Freedom of religion means a person can choose his or her own religion. In the United States, the government cannot tell a person what to believe. The complete text of the First Amendment is below. Does it mention any other rights? Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof; or abridging the freedom of speech, or of the press; or the right of the people peaceably to assemble, and to petition the Government for a redress of grievances.",B,1,B,B,Reasoning:The government cannot make laws that take away a person's freedom of speech. The final answer: (B).,The government cannot make laws that take away a person's freedom of speech.,B,1
5671,,"What do these two changes have in common?
rust forming on a metal gate
burning a candle","['Both are chemical changes.', 'Both are caused by heating.', 'Both are only physical changes.', 'Both are caused by cooling.']",0,,closed choice,grade8,natural science,chemistry,Correct–Correct,Compare physical and chemical changes,"Matter is made of very small particles called atoms. Atoms can be linked together by chemical bonds. When two or more atoms link together, they form a molecule.
In a chemical change, the chemical bonds in the molecules break. The atoms then link together to form different molecules. The types of molecules in matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. As paper burns, paper molecules react with oxygen molecules in the air. This reaction breaks the chemical bonds in the molecules. The atoms then link together in a different way to form different molecules. For example, carbon dioxide molecules are formed when paper burns.
In a physical change, chemical bonds do not break. The types of molecules in matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, water vaporizing is a physical change that can be caused by heating. Liquid water and water vapor are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Rust forming on a metal gate is a chemical change. As the gate rusts, the metal turns into a different type of matter called rust. Rust is reddish-brown and falls apart easily.
Burning a candle is a chemical change. Both the wick and the melted wax burn. They react with oxygen in the air and turn into soot, carbon dioxide, and water.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are chemical changes. They are not physical changes.
Both are chemical changes.
Both changes are chemical changes. The type of matter before and after each change is different.
Both are caused by heating.
Burning is caused by heating. But rust forming on a metal gate is not.
Both are caused by cooling.
Neither change is caused by cooling.",(A),1,A,A,Reasoning:Rust forms on a metal gate burning a candle. The final answer: (A).,Rust forms on a metal gate burning a candle.,A,1
7690,,The Declaration of Independence is one of the most famous documents in United States history. A declaration of independence is a document created by the people of one country to say they are no longer part of another country. Which of the following is an example of a declaration of independence?,"['a document saying that the United States had won World War II', 'a document stating that the United States was no longer part of the British Empire', 'a document declaring that the United States would no longer allow slavery', 'a document describing the major laws of the federal government']",1,,closed choice,grade8,social science,us-history,Correct–Correct,Source analysis: the Declaration of Independence,,"A declaration of independence is a document that states that the people of one country will no longer be part of another country. So, the United States's Declaration of Independence stated that the people of the United States would no longer be part of the British Empire.
Many people believe that the laws of the United States are in the Declaration of Independence, but that is not correct. Those laws are in the Constitution.",(B),1,B,B,Reasoning:A declaration of independence is a document created by the people of one country to say they are no longer part of another country. The final answer: (B).,A declaration of independence is a document created by the people of one country to say they are no longer part of another country.,B,1
9231,,"What do these two changes have in common?
silver jewelry tarnishing
baking a loaf of bread","['Both are only physical changes.', 'Both are chemical changes.', 'Both are caused by heating.', 'Both are caused by cooling.']",1,,closed choice,grade4,natural science,chemistry,Correct–Correct,Compare physical and chemical changes,"Chemical changes and physical changes are two common ways matter can change.
In a chemical change, the type of matter changes. The types of matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. When paper gets hot enough, it re­acts with oxygen in the air and burns. The paper and oxygen change into ash and smoke.
In a physical change, the type of matter stays the same. The types of matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, ice melting is a physical change that can be caused by heating. Ice and liquid water are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Metal turning less shiny over time is called tarnishing. Silver jewelry tarnishing is a chemical change. The silver reacts with sulfur in the air to form black tarnish. The tarnish is a different type of matter that was not there before the change.
Baking a loaf of bread is a chemical change. The type of matter in the dough changes when it is baked. The dough turns into bread!
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are chemical changes. They are not physical changes.
Both are chemical changes.
Both changes are chemical changes. The type of matter before and after each change is different.
Both are caused by heating.
Baking is caused by heating. But silver tarnishing is not.
Both are caused by cooling.
Neither change is caused by cooling.",(B),1,B,B,Reasoning:Silver jewelry and baking a loaf of bread are both chemical changes. The final answer: (B).,Silver jewelry and baking a loaf of bread are both chemical changes.,B,1
985,,Which organ receives signals from the body's senses?,"['skeleton', 'heart', 'stomach', 'brain']",3,,closed choice,grade5,natural science,biology,Correct–Correct,Human organs and their functions,,,D,1,D,D,Reasoning:Brain receives signals from the body's senses. The final answer: (D).,Brain receives signals from the body's senses.,D,1
11419,,"What do these two changes have in common?
baking an apple pie
rust forming on a metal gate","['Both are only physical changes.', 'Both are chemical changes.', 'Both are caused by heating.', 'Both are caused by cooling.']",1,,closed choice,grade3,natural science,chemistry,Correct–Correct,Compare physical and chemical changes,"Chemical changes and physical changes are two common ways matter can change.
In a chemical change, the type of matter changes. The types of matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. When paper gets hot enough, it re­acts with oxygen in the air and burns. The paper and oxygen change into ash and smoke.
In a physical change, the type of matter stays the same. The types of matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, ice melting is a physical change that can be caused by heating. Ice and liquid water are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Baking an apple pie is a chemical change. The type of matter in the pie changes. The apples become soft, and the crust turns brown.
Rust forming on a metal gate is a chemical change. As the gate rusts, the metal turns into a different type of matter called rust. Rust is reddish-brown and falls apart easily.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are chemical changes. They are not physical changes.
Both are chemical changes.
Both changes are chemical changes. The type of matter before and after each change is different.
Both are caused by heating.
Baking is caused by heating. But rust forming on a metal gate is not.
Both are caused by cooling.
Neither change is caused by cooling.",(B),1,B,B,Reasoning:Baking an apple pie rust forms on a metal gate. The final answer: (B).,Baking an apple pie rust forms on a metal gate.,B,1
702,,"What do these two changes have in common?
a penny tarnishing
chicken cooking in an oven","['Both are caused by heating.', 'Both are chemical changes.', 'Both are caused by cooling.', 'Both are only physical changes.']",1,,closed choice,grade4,natural science,chemistry,Correct–Correct,Compare physical and chemical changes,"Chemical changes and physical changes are two common ways matter can change.
In a chemical change, the type of matter changes. The types of matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. When paper gets hot enough, it re­acts with oxygen in the air and burns. The paper and oxygen change into ash and smoke.
In a physical change, the type of matter stays the same. The types of matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, ice melting is a physical change that can be caused by heating. Ice and liquid water are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Metal turning less shiny over time is called tarnishing. A penny tarnishing is a chemical change. When air touches the penny, the surface of the penny changes into a different type of matter. This matter makes the penny dull.
Cooking chicken is a chemical change. The heat causes the matter in the chicken to change. Cooked chicken and raw chicken are different types of matter.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are chemical changes. They are not physical changes.
Both are chemical changes.
Both changes are chemical changes. The type of matter before and after each change is different.
Both are caused by heating.
Cooking is caused by heating. But a penny tarnishing is not.
Both are caused by cooling.
Neither change is caused by cooling.",(B),1,B,B,Reasoning:A penny tarnishing chicken cooking in an oven can be caused by both heating and cooling. The final answer: (B).,A penny tarnishing chicken cooking in an oven can be caused by both heating and cooling.,B,1
3429,,Select the living thing.,"['iceberg', 'pushpin', 'strawberry bush', 'soap bubble']",2,,closed choice,grade4,natural science,biology,Correct–Correct,Identify living and nonliving things,"All living things are made up of cells. Plants, animals, and some fungi have many cells. Other living things are made up of just one cell.
All living things need food and water. Water helps living things break down food and remove waste. Food gives living things energy. They use energy from food to grow and change.
All living things sense changes in their environment. Living things might sense changes by seeing, smelling, hearing, or feeling. Living things can respond to the changes they sense.","An iceberg is not a living thing.
An iceberg does not have all the traits of a living thing. It may grow or melt in response to the world around it, but it does not need food.
A pushpin is not a living thing.
Pushpins do not have all of the traits of living things. They do not grow or respond to their environment. They do not need food or water.
A strawberry bush is a living thing.
Strawberry bushes grow and respond to their environment. They need food and water. Strawberry bushes are made up of many cells.
Strawberry bushes are plants. They make their own food using water, carbon dioxide, and energy from sunlight.
A soap bubble is not a living thing.
A soap bubble may grow or pop in response to the world around it. But it does not have all the traits of a living thing. It does not need food.",C,1,C,C,Reasoning:A strawberry bush is a living thing. The final answer: (C).,A strawberry bush is a living thing.,C,1
9468,,How long is the Panama Canal?,"['50 feet', '50 inches', '50 yards', '50 miles']",3,Select the best estimate.,closed choice,grade7,natural science,units-and-measurement,Correct–Correct,"Choose customary units of distance, mass, and volume","Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means.
When you are using customary units, length may be written with units of inches, feet, yards, or miles.
There are 12 inches in 1 foot, and 3 feet in 1 yard. There are 5,280 feet in 1 mile.
A football is about 1 foot long. A football field is 100 yards long.","The best estimate for the length of the Panama Canal is 50 miles.
50 inches, 50 feet, and 50 yards are all too short.",D,1,D,D,Reasoning:Panama Canal is 50 miles long. The final answer: (D).,Panama Canal is 50 miles long.,D,1
5771,,Select the living thing.,"['cave', 'cobra', 'toy car', 'ferris wheel']",1,,closed choice,grade4,natural science,biology,Correct–Correct,Identify living and nonliving things,"All living things are made up of cells. Plants, animals, and some fungi have many cells. Other living things are made up of just one cell.
All living things need food and water. Water helps living things break down food and remove waste. Food gives living things energy. They use energy from food to grow and change.
All living things sense changes in their environment. Living things might sense changes by seeing, smelling, hearing, or feeling. Living things can respond to the changes they sense.","A toy car is not a living thing.
If this toy car is wound up, it will roll forward. But toy cars do not have all of the traits of living things. They do not grow. They do not need food or water.
A cave is not a living thing.
A cave may have animals or plants living inside. But a cave does not have all the traits of a living thing. A cave does not need food or water.
A cobra is a living thing.
Cobras grow and respond to their environment. They need food and water. Cobras are made up of many cells.
A ferris wheel is not a living thing.
A ferris wheel does not have all the traits of a living thing. It moves in a circle, but it does not grow. It does not need food or water.",B,1,B,B,Reasoning:Cobra is a mammal. Mammals can be selected from the list of living things. The final answer: (B).,Cobra is a mammal. Mammals can be selected from the list of living things.,B,1
9565,,Select the plant.,"['Loons walk, fly, and swim.', 'Walnut trees have many green leaves.', 'Yellow jackets drink nectar and fruit.', 'Lionfish swim underwater.']",1,,closed choice,grade3,natural science,biology,Correct–Correct,Identify plants and animals,"Plants and animals are living things. Living things are called organisms.
Plants come in many shapes and sizes. Most plants grow in the ground. They might grow leaves, flowers, and fruit. Plants cannot move around on their own like animals can.
Animals also come in many shapes and sizes. Most animals can move around. Animals might run, swim, jump, or fly. Animals eat plants or other organisms for food.","A yellow jacket is an animal. It drinks nectar and eats fruit.
A yellow jacket is an insect. Yellow jackets have two wings.
A walnut tree is a plant. It has many green leaves.
People pick and eat walnuts from walnut trees. Walnuts are the tree's seeds!
A loon is an animal. It walks, flies, and swims.
A loon is a bird. Loons live near lakes and dive in the water to hunt for food.
A lionfish is an animal. It swims underwater.
Lionfish have poisonous venom on the tips of their fins. This poison helps protect lionfish from predators.",B,1,B,B,Reasoning:Walnut trees have many green leaves. The final answer: (B).,Walnut trees have many green leaves.,B,1
1971,,"What do these two changes have in common?
acid rain weathering a marble statue
deep-frying chicken","['Both are caused by heating.', 'Both are only physical changes.', 'Both are chemical changes.', 'Both are caused by cooling.']",2,,closed choice,grade7,natural science,chemistry,Correct–Correct,Compare physical and chemical changes,"Matter is made of very small particles called atoms. Atoms can be linked together by chemical bonds. When two or more atoms link together, they form a molecule.
In a chemical change, the chemical bonds in the molecules break. The atoms then link together to form different molecules. The types of molecules in matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. As paper burns, paper molecules react with oxygen molecules in the air. This reaction breaks the chemical bonds in the molecules. The atoms then link together in a different way to form different molecules. For example, carbon dioxide molecules are formed when paper burns.
In a physical change, chemical bonds do not break. The types of molecules in matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, water vaporizing is a physical change that can be caused by heating. Liquid water and water vapor are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Acid rain weathering a marble statue is a chemical change. The acid rain reacts with the outside of the statue and breaks it down into a different type of matter. This new matter is then washed away by the rain. Acid rain is a type of pollution. It forms when smoke from automobiles and factories mixes with water in clouds.
Acid rain is a type of pollution. It forms when automobiles and factories release smoke containing sulfur or nitrogen. Some of these chemicals react with water in the atmosphere. The reaction forms droplets of water that can fall back to the ground as acid rain.
Deep-frying chicken is a chemical change. The heat causes the matter in the chicken to change. Cooked chicken and raw chicken are different types of matter.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are chemical changes. They are not physical changes.
Both are chemical changes.
Both changes are chemical changes. The type of matter before and after each change is different.
Both are caused by heating.
Cooking is caused by heating. But acid rain weathering a marble statue is not.
Both are caused by cooling.
Neither change is caused by cooling.",(C),1,C,C,Reasoning:Acid rain weathering a marble statue deep-frying chicken are both chemical changes. The final answer: (C).,Acid rain weathering a marble statue deep-frying chicken are both chemical changes.,C,1
8547,,Select the living thing.,"['swing set', 'koala', 'brick wall', 'bathtub']",1,,closed choice,grade4,natural science,biology,Correct–Correct,Identify living and nonliving things,"All living things are made up of cells. Plants, animals, and some fungi have many cells. Other living things are made up of just one cell.
All living things need food and water. Water helps living things break down food and remove waste. Food gives living things energy. They use energy from food to grow and change.
All living things sense changes in their environment. Living things might sense changes by seeing, smelling, hearing, or feeling. Living things can respond to the changes they sense.","A brick wall is not a living thing.
Brick walls do not have all of the traits of living things. They do not grow or respond to their environment. They do not need food or water.
A swing set is not a living thing.
Swing sets do not have all of the traits of living things. They do not grow or respond to their environment. They do not need food or water.
A bathtub is not a living thing.
Bathtubs do not have all of the traits of living things. They do not grow or respond to their environment. They do not need food or water.
A koala is a living thing.
Koalas grow and respond to their environment. They need food and water. Koalas are made up of many cells.",B,1,B,B,Reasoning:Koala is a living thing. The final answer: (B).,Koala is a living thing.,B,1
3044,,"From Whitman's account, what probably happened at the battle?","['The Union army fought the Confederate army to a tie.', 'The Union army was defeated and forced to retreat.', 'The Union army won the battle and took Manassas Junction.', 'The Confederate army had burned down the Long Bridge.']",1,"In June 1861, the Union army marched south from Washington, D.C., into Virginia. Its goal was to seize Manassas Junction, an important railroad center.
The following passage is the memory of Walt Whitman, who was living in Washington, D.C., at the time. Use it to answer the question below.
The defeated troops [started] pouring into Washington over the Long Bridge at daylight on Monday, 22nd July . . . all the men with this coating of sweat and rain, now recoiling back, pouring over the Long Bridge — a horrible march of twenty miles, returning to Washington baffled, humiliated, panic-struck.",closed choice,grade4,social science,us-history,Correct–Correct,The Civil War: the First Battle of Bull Run to Gettysburg,,"Look at the underlined sentences from the passage.
The defeated troops [started] pouring into Washington over the Long Bridge at daylight on Monday, 22 nd July . . . all the men with this coating of sweat and rain, now recoiling back, pouring over the Long Bridge — a horrible march of twenty miles, returning to Washington baffled, humiliated, panic-struck.
Remember that Walt Whitman was writing about the Union army. Whitman uses words such as ""defeated,"" ""humiliated,"" and ""panic-struck"" to describe the returning Union soldiers. The Union army was defeated and forced to retreat.",(B),1,B,B,Reasoning:The Union army fought the Confederate army to a tie. The final answer: (B).,The Union army fought the Confederate army to a tie.,B,1
2248,,How long is the Mississippi River?,"['2,300 feet', '2,300 inches', '2,300 yards', '2,300 miles']",3,Select the best estimate.,closed choice,grade7,natural science,units-and-measurement,Correct–Correct,"Choose customary units of distance, mass, and volume","Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means.
When you are using customary units, length may be written with units of inches, feet, yards, or miles.
There are 12 inches in 1 foot, and 3 feet in 1 yard. There are 5,280 feet in 1 mile.
A football is about 1 foot long. A football field is 100 yards long.","The best estimate for the length of the Mississippi River is 2,300 miles.
2,300 inches, 2,300 feet, and 2,300 yards are all too short.",D,1,D,D,"Reasoning:The Mississippi River is 2,300 miles long. The final answer: (D).","The Mississippi River is 2,300 miles long.",D,1
5089,,"Complete the sentence.
The federal government has () branches.","['four', 'three', 'five', 'two']",1,,closed choice,grade4,social science,civics,Correct–Correct,Federal government,,"The federal government has three branches. They are called the executive, legislative, and judicial branches.
Each branch of government has its own jobs and responsibilities. This system keeps any one part of the government from having too much power.",(B),1,B,B,Reasoning:Each branch of the federal government has four branches. The final answer: (B).,Each branch of the federal government has four branches.,B,1
12022,,Which organ works in groups to move the body's bones?,"['heart', 'stomach', 'brain', 'muscles']",3,,closed choice,grade5,natural science,biology,Correct–Correct,Human organs and their functions,,,D,1,D,D,Reasoning:Muscles work in groups to move the body's bones. The final answer: (D).,Muscles work in groups to move the body's bones.,D,1
4658,,Select the fish.,"['shoebill', 'golden frog', 'bison', 'hammerhead shark']",3,,closed choice,grade5,natural science,biology,Correct–Correct,"Identify mammals, birds, fish, reptiles, and amphibians","Fish live underwater. They have fins, not limbs.","A hammerhead shark is a fish. It lives underwater. It has fins, not limbs.
Hammerhead sharks get their names from the shape of their heads. They have a wide, flat head and a small mouth.
A golden frog is an amphibian. It has moist skin and begins its life in water.
Frogs live near water or in damp places. Most frogs lay their eggs in water.
A bison is a mammal. It has fur and feeds its young milk.
Male bison have horns. They can use their horns to defend themselves.
A shoebill is a bird. It has feathers, two wings, and a beak.
Shoebills live in tropical East Africa. Shoebills get their name from their shoe-shaped beaks.",D,1,D,D,Reasoning:Golden frog is a species of fish. The final answer: (D).,Golden frog is a species of fish.,D,1
12276,,Select the living thing.,"['yucca', 'candle', 'windmill', 'airplane']",0,,closed choice,grade4,natural science,biology,Correct–Correct,Identify living and nonliving things,"All living things are made up of cells. Plants, animals, and some fungi have many cells. Other living things are made up of just one cell.
All living things need food and water. Water helps living things break down food and remove waste. Food gives living things energy. They use energy from food to grow and change.
All living things sense changes in their environment. Living things might sense changes by seeing, smelling, hearing, or feeling. Living things can respond to the changes they sense.","Yucca is a living thing.
Yucca grows and responds to its environment. It needs food and water. It is made up of many cells.
Yucca is a plant. It uses water, air, and sunlight to make food.
A candle is not a living thing.
A candle does not have all the traits of a living thing. It gives off light and heat, but it does not need food or water to survive.
An airplane is not a living thing.
An airplane does not have all the traits of a living thing. It needs energy to fly, but it does not eat food. Airplanes get energy from gasoline or other fuel. They do not grow.
A windmill is not a living thing.
A windmill does not have all the traits of a living thing. It moves in the wind, but it does not grow. It does not need food or water.",A,1,A,A,Reasoning:Yucca is a flowering plant in the sunflower family. The final answer: (A).,Yucca is a flowering plant in the sunflower family.,A,1
11697,,"What do these two changes have in common?
making jam
photosynthesis","['Both are chemical changes.', 'Both are caused by cooling.', 'Both are only physical changes.', 'Both are caused by heating.']",0,,closed choice,grade7,natural science,chemistry,Correct–Correct,Compare physical and chemical changes,"Matter is made of very small particles called atoms. Atoms can be linked together by chemical bonds. When two or more atoms link together, they form a molecule.
In a chemical change, the chemical bonds in the molecules break. The atoms then link together to form different molecules. The types of molecules in matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. As paper burns, paper molecules react with oxygen molecules in the air. This reaction breaks the chemical bonds in the molecules. The atoms then link together in a different way to form different molecules. For example, carbon dioxide molecules are formed when paper burns.
In a physical change, chemical bonds do not break. The types of molecules in matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, water vaporizing is a physical change that can be caused by heating. Liquid water and water vapor are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.","Step 1: Think about each change.
Making jam is a chemical change. It involves mixing fruit, sugar, and a substance called pectin.
When these ingredients are mixed and cooked, the chemical bonds in their molecules are broken. The atoms then link together to form different molecules that make up the jam.
Photosynthesis is a chemical change. Plants make sugar using carbon dioxide, water, and energy from sunlight.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are chemical changes. They are not physical changes.
Both are chemical changes.
Both changes are chemical changes. The type of matter before and after each change is different.
Both are caused by heating.
The reaction that makes jam is caused by heating. But photosynthesis is not.
Both are caused by cooling.
Neither change is caused by cooling.",(A),1,A,A,Reasoning:A chemical change is a chemical change. Jam photosynthesis occurs when the cell divides into two groups of cells. The final answer: (A).,A chemical change is a chemical change. Jam photosynthesis occurs when the cell divides into two groups of cells.,A,1
